short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,164703,1,2641299,164703,True,chromosome
2,140973,1,2641299,140973,True,chromosome
3,136865,1,2641299,136865,True,chromosome
4,120057,1,2641299,120057,True,chromosome
5,118691,1,2641299,118691,True,chromosome
6,91297,1,2641299,91297,True,chromosome
7,82980,1,2641299,82980,True,chromosome
8,82070,1,2641299,82070,True,chromosome
9,79133,1,2641299,79133,True,chromosome
10,73316,1,2641299,73316,True,chromosome
11,66188,1,2641299,66188,True,chromosome
12,59427,1,2641299,59427,True,chromosome
13,55754,1,2641299,55754,True,chromosome
14,55282,1,2641299,55282,True,chromosome
15,55121,1,2641299,55121,True,chromosome
16,52629,1,2641299,52629,True,chromosome
17,51222,1,2641299,51202,True,chromosome
18,50468,1,2641299,50468,True,chromosome
19,48723,1,2641299,48723,True,chromosome
20,47891,1,2641299,47888,True,chromosome
21,44212,1,2641299,26040,True,chromosome
22,41233,1,2641299,41233,True,chromosome
23,40680,1,2641299,40680,True,chromosome
24,40200,1,2641299,40200,True,chromosome
25,38174,1,2641299,38174,True,chromosome
26,36180,1,2641299,36180,True,chromosome
27,35916,1,2641299,35916,True,chromosome
28,30561,1,2641299,30561,True,chromosome
29,29112,1,2641299,29112,True,chromosome
30,27482,2,262392,27482,True,plasmid
31,27139,1,2641299,27139,True,chromosome
32,26767,1,2641299,26767,True,chromosome
33,26545,2,262392,26545,True,plasmid
34,26494,1,2641299,26494,True,chromosome
35,26450,1,2641299,26450,True,chromosome
36,25505,1,2641299,25505,True,chromosome
37,24176,1,2641299,24176,True,chromosome
38,23677,1,2641299,23677,True,chromosome
39,20608,1,2641299,20608,True,chromosome
40,19125,2,262392,14332,True,plasmid
41,18163,2,262392,18163,True,plasmid
42,17940,1,2641299,17940,True,chromosome
43,17186,1,2641299,17186,True,chromosome
44,17015,1,2641299,17015,True,chromosome
45,16907,1,2641299,16907,True,chromosome
46,16485,1,2641299,16462,True,chromosome
47,15922,1,2641299,15922,True,chromosome
48,15862,1,2641299,15862,True,chromosome
49,15233,1,2641299,15233,True,chromosome
50,14610,1,2641299,14610,True,chromosome
51,13988,1,2641299,13988,True,chromosome
52,13814,1,2641299,13814,True,chromosome
53,13482,1,2641299,13482,True,chromosome
54,13151,1,2641299,13151,True,chromosome
55,12594,2,262392,12594,True,plasmid
56,11680,1,2641299,11680,True,chromosome
57,10668,2,262392,10668,True,plasmid
58,10274,2,262392,10274,True,plasmid
59,10237,2,262392,10237,True,plasmid
60,9975,1,2641299,9953,True,chromosome
61,9124,1,2641299,9093,True,chromosome
62,8948,1,2641299,8948,True,chromosome
63,8500,1,2641299,8500,True,chromosome
