short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,153919,1,2696941,153894,True,chromosome
2,132337,1,2696941,132337,True,chromosome
3,101866,1,2696941,101866,True,chromosome
4,99255,1,2696941,99255,True,chromosome
5,96262,1,2696941,96262,True,chromosome
6,91102,1,2696941,91102,True,chromosome
7,90492,1,2696941,90492,True,chromosome
8,86940,1,2696941,86940,True,chromosome
9,82565,1,2696941,82565,True,chromosome
10,80749,1,2696941,80749,True,chromosome
11,75867,1,2696941,75867,True,chromosome
12,70801,1,2696941,70801,True,chromosome
13,70710,1,2696941,70710,True,chromosome
14,67751,1,2696941,67751,True,chromosome
15,66349,1,2696941,66349,True,chromosome
16,60607,1,2696941,60607,True,chromosome
17,58669,1,2696941,58669,True,chromosome
18,58625,1,2696941,58625,True,chromosome
19,56444,1,2696941,38024,True,chromosome
20,55665,1,2696941,55665,True,chromosome
21,55662,1,2696941,55662,True,chromosome
22,53390,1,2696941,53390,True,chromosome
23,52981,1,2696941,52981,True,chromosome
24,47880,1,2696941,47880,True,chromosome
25,42617,1,2696941,42617,True,chromosome
26,37633,1,2696941,37633,True,chromosome
27,33297,1,2696941,33297,True,chromosome
28,32539,1,2696941,32539,True,chromosome
29,32141,1,2696941,32141,True,chromosome
30,29693,1,2696941,29693,True,chromosome
31,29598,1,2696941,29584,True,chromosome
32,26890,1,2696941,26889,True,chromosome
33,23834,1,2696941,23834,True,chromosome
34,23103,1,2696941,23103,True,chromosome
35,21903,1,2696941,21903,True,chromosome
36,21655,3,57778,21655,True,plasmid
37,21139,2,148595,21133,True,plasmid
38,20668,1,2696941,20668,True,chromosome
39,20512,1,2696941,20512,True,chromosome
40,20271,1,2696941,20271,True,chromosome
41,18877,1,2696941,18877,True,chromosome
42,18253,1,2696941,18253,True,chromosome
43,18225,2,148595,18225,True,plasmid
44,17917,1,2696941,17917,True,chromosome
45,15497,1,2696941,15497,True,chromosome
46,15250,1,2696941,15250,True,chromosome
47,14973,4,53521,10901,True,plasmid
48,14943,1,2696941,14943,True,chromosome
49,14174,1,2696941,14174,True,chromosome
50,13152,1,2696941,13152,True,chromosome
51,12514,1,2696941,12514,True,chromosome
52,12472,4,53521,12472,True,plasmid
53,12088,1,2696941,12088,True,chromosome
54,11173,1,2696941,11173,True,chromosome
55,10194,2,148595,10194,True,plasmid
56,10167,2,148595,10167,True,plasmid
57,9949,1,2696941,9923,True,chromosome
58,9827,1,2696941,9827,True,chromosome
59,9720,4,53521,9720,True,plasmid
60,9317,5,9317,9317,True,plasmid
61,9308,1,2696941,9243,True,chromosome
62,9215,1,2696941,9215,True,chromosome
63,9051,1,2696941,9051,True,chromosome
64,8936,1,2696941,8936,True,chromosome
65,8856,1,2696941,8856,True,chromosome
66,7908,3,57778,7908,True,plasmid
67,7884,3,57778,7884,True,plasmid
68,7284,1,2696941,7284,True,chromosome
69,6646,2,148595,6646,True,plasmid
70,6032,2,148595,6032,True,plasmid
71,5429,2,148595,4657,True,plasmid
72,5021,1,2696941,5021,True,chromosome
73,5014,2,148595,5014,True,plasmid
74,4931,2,148595,4931,True,plasmid
75,4692,3,57778,4692,True,plasmid
76,4692,1,2696941,4692,True,chromosome
77,4577,1,2696941,4577,True,chromosome
78,4519,1,2696941,4519,True,chromosome
79,4514,1,2696941,4514,True,chromosome
80,4408,6,4408,4408,True,plasmid
81,4032,1,2696941,4032,True,chromosome
82,3938,2,148595,3938,True,plasmid
83,3808,1,2696941,3808,True,chromosome
84,3762,4,53521,3762,True,plasmid
85,3757,1,2696941,3757,True,chromosome
86,3718,4,53521,3718,True,plasmid
87,3394,2,148595,3394,True,plasmid
88,3025,1,2696941,3025,True,chromosome
89,2797,7,4374,1622,True,plasmid
90,2505,2,148595,2505,True,plasmid
91,2408,1,2696941,2408,True,chromosome
92,2391,8,3848,2391,True,plasmid
93,2316,2,148595,2316,True,plasmid
94,2061,1,2696941,2061,True,chromosome
95,2046,1,2696941,2046,True,chromosome
96,1976,9,3305,1976,True,plasmid
97,1973,1,2696941,1973,True,chromosome
98,1903,2,148595,1903,True,plasmid
99,1893,10,3221,1893,True,plasmid
100,1814,13,1928,1183,True,plasmid
101,1811,12,1955,1811,True,plasmid
102,1683,2,148595,1683,True,plasmid
103,1561,11,1981,1561,True,plasmid
104,1537,1,2696941,1537,True,chromosome
105,1514,1,2696941,1514,True,chromosome
106,1513,2,148595,1513,True,plasmid
107,1466,1,2696941,1466,True,chromosome
108,1397,1,2696941,1397,True,chromosome
109,1387,1,2696941,1387,True,chromosome
110,1370,3,57778,1370,True,plasmid
111,1364,2,148595,1364,True,plasmid
112,1358,1,2696941,1358,True,chromosome
113,1336,1,2696941,1336,True,chromosome
114,1324,1,2696941,1324,True,chromosome
115,1323,2,148595,1323,True,plasmid
116,1307,2,148595,1307,True,plasmid
117,1306,3,57778,1306,True,plasmid
118,1268,3,57778,1268,True,plasmid
119,1182,7,4374,1182,True,plasmid
120,1177,2,148595,1177,True,plasmid
121,1099,4,53521,1099,True,plasmid
122,1098,2,148595,1098,True,plasmid
123,1070,1,2696941,1070,True,chromosome
124,1065,2,148595,1065,True,plasmid
125,1064,1,2696941,1064,True,chromosome
126,1047,3,57778,1047,True,plasmid
127,1032,2,148595,1032,True,plasmid
128,1029,1,2696941,1029,True,chromosome
129,1007,NA,NA,1007,NA,ambiguous
130,979,2,148595,979,True,plasmid
131,947,NA,NA,947,NA,ambiguous
132,866,1,2696941,866,True,chromosome
133,866,1,2696941,866,True,chromosome
134,795,3,57778,795,True,plasmid
135,795,3,57778,795,True,plasmid
136,795,2,148595,795,True,plasmid
137,780,NA,NA,780,NA,ambiguous
138,777,1,2696941,777,True,chromosome
139,723,1,2696941,723,True,chromosome
140,716,NA,NA,716,NA,ambiguous
141,706,NA,NA,706,NA,ambiguous
142,625,NA,NA,625,NA,ambiguous
143,618,2,148595,618,True,plasmid
144,618,4,53521,618,True,plasmid
145,611,1,2696941,611,True,chromosome
146,596,4,53521,596,True,plasmid
147,577,4,53521,577,True,plasmid
148,576,NA,NA,576,NA,ambiguous
149,529,NA,NA,529,NA,ambiguous
150,481,NA,NA,481,NA,ambiguous
151,480,2,148595,480,True,plasmid
152,468,9,3305,468,True,plasmid
153,462,1,2696941,462,True,chromosome
154,460,2,148595,460,True,plasmid
155,460,1,2696941,458,True,chromosome
156,459,2,148595,459,True,plasmid
157,437,NA,NA,437,NA,ambiguous
158,436,1,2696941,436,True,chromosome
159,434,2,148595,434,True,plasmid
160,434,4,53521,434,True,plasmid
161,415,2,148595,415,True,plasmid
162,383,1,2696941,383,True,chromosome
163,382,1,2696941,382,True,chromosome
164,379,2,148595,379,True,plasmid
165,372,1,2696941,364,True,chromosome
166,361,1,2696941,361,True,chromosome
167,343,2,148595,343,True,plasmid
168,337,NA,NA,337,NA,ambiguous
169,329,1,2696941,329,True,chromosome
170,326,NA,NA,326,NA,ambiguous
171,324,3,57778,324,True,plasmid
172,315,4,53521,315,True,plasmid
173,313,4,53521,313,True,plasmid
174,313,2,148595,313,True,plasmid
175,304,2,148595,304,True,plasmid
176,304,4,53521,304,True,plasmid
177,300,4,53521,300,True,plasmid
178,286,1,2696941,286,True,chromosome
179,284,1,2696941,284,True,chromosome
180,282,1,2696941,282,True,chromosome
181,282,3,57778,282,True,plasmid
182,276,4,53521,276,True,plasmid
183,276,2,148595,276,True,plasmid
184,274,2,148595,274,True,plasmid
185,269,4,53521,269,True,plasmid
186,266,1,2696941,266,True,chromosome
187,264,NA,NA,264,NA,ambiguous
188,254,NA,NA,254,NA,ambiguous
189,253,3,57778,253,True,plasmid
190,248,NA,NA,248,NA,ambiguous
191,241,NA,NA,241,NA,ambiguous
192,239,1,2696941,239,True,chromosome
193,235,1,2696941,235,True,chromosome
194,230,2,148595,230,True,plasmid
195,227,10,3221,227,True,plasmid
196,224,2,148595,224,True,plasmid
197,218,3,57778,218,True,plasmid
198,217,NA,NA,217,NA,ambiguous
199,206,1,2696941,206,True,chromosome
200,206,3,57778,206,True,plasmid
201,204,9,3305,204,True,plasmid
202,203,4,53521,203,True,plasmid
203,203,2,148595,203,True,plasmid
204,202,1,2696941,202,True,chromosome
205,201,1,2696941,201,True,chromosome
206,196,2,148595,196,True,plasmid
207,194,1,2696941,194,True,chromosome
208,193,1,2696941,193,True,chromosome
209,193,1,2696941,193,True,chromosome
210,193,1,2696941,193,True,chromosome
211,182,2,148595,182,True,plasmid
212,182,4,53521,182,True,plasmid
213,180,1,2696941,180,True,chromosome
214,180,1,2696941,180,True,chromosome
215,179,4,53521,179,True,plasmid
216,171,2,148595,171,True,plasmid
217,167,2,148595,167,True,plasmid
218,161,1,2696941,160,True,chromosome
219,160,8,3848,160,True,plasmid
220,159,3,57778,159,True,plasmid
221,157,1,2696941,157,True,chromosome
222,156,11,1981,156,True,plasmid
223,151,2,148595,151,True,plasmid
224,149,2,148595,149,True,plasmid
225,147,2,148595,147,True,plasmid
226,147,4,53521,147,True,plasmid
227,147,2,148595,147,True,plasmid
228,145,4,53521,145,True,plasmid
229,145,4,53521,145,True,plasmid
230,144,12,1955,144,True,plasmid
231,143,1,2696941,143,True,chromosome
232,142,2,148595,142,True,plasmid
233,136,1,2696941,136,True,chromosome
234,130,9,3305,130,True,plasmid
235,128,2,148595,128,True,plasmid
236,124,4,53521,124,True,plasmid
237,123,4,53521,123,True,plasmid
238,122,10,3221,122,True,plasmid
239,120,7,4374,120,True,plasmid
240,119,1,2696941,119,True,chromosome
241,114,7,4374,114,True,plasmid
242,108,3,57778,108,True,plasmid
243,105,NA,NA,105,NA,ambiguous
244,102,1,2696941,102,True,chromosome
245,102,NA,NA,102,NA,ambiguous
