short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,121188,1,2420913,121188,True,chromosome
2,105421,1,2420913,105421,True,chromosome
3,96247,1,2420913,96247,True,chromosome
4,77853,1,2420913,77853,True,chromosome
5,76133,1,2420913,76133,True,chromosome
6,72784,1,2420913,72784,True,chromosome
7,59934,1,2420913,59934,True,chromosome
8,56636,1,2420913,56636,True,chromosome
9,55721,1,2420913,55721,True,chromosome
10,54737,1,2420913,54737,True,chromosome
11,50739,1,2420913,50739,True,chromosome
12,50146,1,2420913,50146,True,chromosome
13,49992,1,2420913,49992,True,chromosome
14,49813,1,2420913,49813,True,chromosome
15,45955,1,2420913,45955,True,chromosome
16,41255,1,2420913,41255,True,chromosome
17,41181,1,2420913,41181,True,chromosome
18,40970,2,175351,40970,True,plasmid
19,40528,1,2420913,40528,True,chromosome
20,40100,1,2420913,40100,True,chromosome
21,39903,1,2420913,39903,True,chromosome
22,39662,1,2420913,39662,True,chromosome
23,39159,1,2420913,39159,True,chromosome
24,36833,1,2420913,36833,True,chromosome
25,34600,1,2420913,18352,True,chromosome
26,32985,1,2420913,32985,True,chromosome
27,28747,1,2420913,28747,True,chromosome
28,28744,1,2420913,28744,True,chromosome
29,28707,1,2420913,28707,True,chromosome
30,27865,1,2420913,27865,True,chromosome
31,27507,1,2420913,27507,True,chromosome
32,26525,1,2420913,26525,True,chromosome
33,26416,1,2420913,26416,True,chromosome
34,26325,1,2420913,26325,True,chromosome
35,25671,1,2420913,25671,True,chromosome
36,25415,1,2420913,25415,True,chromosome
37,23404,1,2420913,23404,True,chromosome
38,22802,1,2420913,22802,True,chromosome
39,22735,1,2420913,22735,True,chromosome
40,21706,3,46429,21706,True,plasmid
41,21470,1,2420913,21470,True,chromosome
42,20906,1,2420913,20906,True,chromosome
43,19721,1,2420913,19721,True,chromosome
44,17548,2,175351,17548,True,plasmid
45,17337,1,2420913,17337,True,chromosome
46,14788,1,2420913,14788,True,chromosome
47,14649,2,175351,14649,True,plasmid
48,14609,1,2420913,14609,True,chromosome
49,14498,1,2420913,14498,True,chromosome
50,14496,1,2420913,14496,True,chromosome
51,13894,1,2420913,13894,True,chromosome
52,13206,1,2420913,13206,True,chromosome
53,12424,1,2420913,12424,True,chromosome
54,12389,1,2420913,12389,True,chromosome
55,11903,1,2420913,11903,True,chromosome
56,11771,1,2420913,11771,True,chromosome
57,11367,1,2420913,11367,True,chromosome
58,11276,1,2420913,11276,True,chromosome
59,11262,1,2420913,11262,True,chromosome
60,11171,1,2420913,11171,True,chromosome
61,11078,1,2420913,11078,True,chromosome
62,10918,1,2420913,10918,True,chromosome
