short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,470188,1,2520633,470188,True,chromosome
2,264554,1,2520633,246061,True,chromosome
3,238182,1,2520633,238182,True,chromosome
4,216895,1,2520633,216895,True,chromosome
5,203529,1,2520633,203529,True,chromosome
6,191428,1,2520633,191428,True,chromosome
7,191330,1,2520633,191330,True,chromosome
8,176370,1,2520633,176370,True,chromosome
9,94869,1,2520633,94868,True,chromosome
10,79151,1,2520633,79151,True,chromosome
11,59677,1,2520633,59677,True,chromosome
12,49085,1,2520633,49085,True,chromosome
13,45766,1,2520633,45766,True,chromosome
14,30489,1,2520633,30489,True,chromosome
15,27139,1,2520633,27139,True,chromosome
16,26885,2,124986,26060,True,plasmid
17,26522,1,2520633,26522,True,chromosome
18,24291,1,2520633,24291,True,chromosome
19,23506,1,2520633,23506,True,chromosome
20,22037,1,2520633,22037,True,chromosome
21,21406,2,124986,21406,True,plasmid
22,20364,3,32824,20364,True,plasmid
23,18251,2,124986,18251,True,plasmid
24,18054,2,124986,18054,True,plasmid
25,16435,1,2520633,16435,True,chromosome
26,13031,2,124986,13031,True,plasmid
27,7181,3,32824,7181,True,plasmid
28,5881,1,2520633,5881,True,chromosome
29,4450,2,124986,4450,True,plasmid
30,3573,1,2520633,3573,True,chromosome
31,3300,2,124986,3300,True,plasmid
32,2655,2,124986,2655,True,plasmid
33,2355,3,32824,2355,True,plasmid
34,2006,2,124986,2006,True,plasmid
35,1466,2,124986,1466,True,plasmid
36,1415,1,2520633,1415,True,chromosome
37,1273,1,2520633,1273,True,chromosome
38,1077,1,2520633,1077,True,chromosome
39,992,NA,NA,992,NA,ambiguous
40,839,1,2520633,839,True,chromosome
41,836,1,2520633,836,True,chromosome
42,827,NA,NA,827,NA,ambiguous
43,625,2,124986,625,True,plasmid
44,622,1,2520633,622,True,chromosome
45,610,1,2520633,610,True,chromosome
46,541,2,124986,541,True,plasmid
47,531,NA,NA,531,NA,ambiguous
48,496,1,2520633,496,True,chromosome
49,485,1,2520633,485,True,chromosome
50,463,2,124986,463,True,plasmid
51,462,1,2520633,462,True,chromosome
52,455,3,32824,455,True,plasmid
53,417,NA,NA,417,NA,ambiguous
54,383,1,2520633,383,True,chromosome
55,332,1,2520633,332,True,chromosome
56,331,2,124986,331,True,plasmid
57,307,NA,NA,307,NA,ambiguous
58,301,1,2520633,301,True,chromosome
59,288,NA,NA,288,NA,ambiguous
60,279,NA,NA,279,NA,ambiguous
61,279,NA,NA,279,NA,ambiguous
62,270,NA,NA,270,NA,ambiguous
63,248,2,124986,248,True,plasmid
64,228,1,2520633,228,True,chromosome
65,211,1,2520633,211,True,chromosome
66,202,1,2520633,202,True,chromosome
67,202,2,124986,202,True,plasmid
68,194,1,2520633,194,True,chromosome
69,190,1,2520633,190,True,chromosome
70,189,1,2520633,189,True,chromosome
71,183,NA,NA,183,NA,ambiguous
72,180,NA,NA,180,NA,ambiguous
73,168,NA,NA,168,NA,ambiguous
74,161,3,32824,161,True,plasmid
75,156,1,2520633,156,True,chromosome
76,150,1,2520633,150,True,chromosome
77,150,1,2520633,150,True,chromosome
78,148,1,2520633,148,True,chromosome
79,141,1,2520633,141,True,chromosome
80,140,1,2520633,140,True,chromosome
81,130,1,2520633,130,True,chromosome
82,129,1,2520633,129,True,chromosome
83,119,1,2520633,119,True,chromosome
