short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,156989,1,2677926,156989,True,chromosome
2,137396,1,2677926,137396,True,chromosome
3,118221,1,2677926,118221,True,chromosome
4,106284,1,2677926,106284,True,chromosome
5,106160,1,2677926,106160,True,chromosome
6,105375,1,2677926,105375,True,chromosome
7,100041,1,2677926,100041,True,chromosome
8,94981,1,2677926,94981,True,chromosome
9,87091,1,2677926,87091,True,chromosome
10,81390,1,2677926,81390,True,chromosome
11,77839,1,2677926,77839,True,chromosome
12,76826,1,2677926,58654,True,chromosome
13,76490,1,2677926,76490,True,chromosome
14,73875,1,2677926,73875,True,chromosome
15,68768,1,2677926,68768,True,chromosome
16,56351,1,2677926,56351,True,chromosome
17,52631,1,2677926,52631,True,chromosome
18,48708,1,2677926,48708,True,chromosome
19,45110,1,2677926,45110,True,chromosome
20,40390,1,2677926,40390,True,chromosome
21,39241,1,2677926,39241,True,chromosome
22,38742,1,2677926,38742,True,chromosome
23,33183,1,2677926,33183,True,chromosome
24,32539,1,2677926,32539,True,chromosome
25,31809,1,2677926,31809,True,chromosome
26,30553,1,2677926,30553,True,chromosome
27,29112,1,2677926,29112,True,chromosome
28,27869,1,2677926,27869,True,chromosome
29,27188,1,2677926,27188,True,chromosome
30,25711,1,2677926,25711,True,chromosome
31,25680,1,2677926,25680,True,chromosome
32,25023,1,2677926,25023,True,chromosome
33,24312,1,2677926,24312,True,chromosome
34,23824,1,2677926,23824,True,chromosome
35,22072,1,2677926,22072,True,chromosome
36,21602,1,2677926,21602,True,chromosome
37,21597,1,2677926,21597,True,chromosome
38,20289,1,2677926,20289,True,chromosome
39,20190,1,2677926,20190,True,chromosome
40,19998,1,2677926,19998,True,chromosome
41,18766,2,167563,18766,True,plasmid
42,17277,3,39303,17277,True,plasmid
43,17186,1,2677926,17186,True,chromosome
44,17154,2,167563,17154,True,plasmid
45,17012,1,2677926,17012,True,chromosome
46,16503,1,2677926,16484,True,chromosome
47,15944,1,2677926,15944,True,chromosome
48,15862,1,2677926,15862,True,chromosome
49,15244,1,2677926,15244,True,chromosome
50,15143,1,2677926,15143,True,chromosome
51,13340,1,2677926,13340,True,chromosome
52,13152,1,2677926,13152,True,chromosome
53,12589,2,167563,12589,True,plasmid
54,11850,1,2677926,11850,True,chromosome
55,11518,1,2677926,11518,True,chromosome
56,10665,2,167563,10665,True,plasmid
57,9449,1,2677926,9449,True,chromosome
58,9356,1,2677926,9356,True,chromosome
59,9215,1,2677926,9215,True,chromosome
60,9129,1,2677926,9129,True,chromosome
61,8701,1,2677926,8701,True,chromosome
62,7633,1,2677926,7633,True,chromosome
63,7605,1,2677926,7605,True,chromosome
64,7465,1,2677926,7465,True,chromosome
65,7405,3,39303,7405,True,plasmid
66,7148,2,167563,7148,True,plasmid
67,6792,1,2677926,6792,True,chromosome
68,6654,2,167563,3635,True,plasmid
69,6646,2,167563,6646,True,plasmid
70,6629,2,167563,6629,True,plasmid
71,6138,2,167563,6138,True,plasmid
72,6039,1,2677926,6039,True,chromosome
73,5915,1,2677926,5915,True,chromosome
74,5881,2,167563,5881,True,plasmid
75,5639,2,167563,5639,True,plasmid
76,5469,1,2677926,5469,True,chromosome
77,5433,3,39303,5433,True,plasmid
78,4966,2,167563,4966,True,plasmid
79,4664,2,167563,4664,True,plasmid
80,4355,3,39303,4355,True,plasmid
81,4118,4,4118,4118,True,plasmid
82,4044,1,2677926,4044,True,chromosome
83,4004,1,2677926,4004,True,chromosome
84,3972,1,2677926,3972,True,chromosome
85,3958,2,167563,3958,True,plasmid
86,3468,1,2677926,3468,True,chromosome
87,3392,1,2677926,3392,True,chromosome
88,3252,2,167563,3252,True,plasmid
89,3084,1,2677926,3084,True,chromosome
90,2883,2,167563,2883,True,plasmid
91,2547,1,2677926,2547,True,chromosome
92,2409,1,2677926,2409,True,chromosome
93,2345,NA,NA,2345,NA,ambiguous
94,2344,2,167563,2344,True,plasmid
95,1940,2,167563,1940,True,plasmid
96,1878,1,2677926,1878,True,chromosome
97,1787,NA,NA,1787,NA,ambiguous
98,1660,2,167563,1660,True,plasmid
99,1514,NA,NA,1514,NA,ambiguous
100,1503,NA,NA,1503,NA,ambiguous
101,1466,1,2677926,1466,True,chromosome
102,1453,1,2677926,1453,True,chromosome
103,1402,2,167563,1402,True,plasmid
104,1257,1,2677926,1257,True,chromosome
105,1203,2,167563,1203,True,plasmid
106,1199,1,2677926,1199,True,chromosome
