short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,258110,1,2457961,258110,True,chromosome
2,239547,1,2457961,221386,True,chromosome
3,216211,1,2457961,216211,True,chromosome
4,131814,1,2457961,131814,True,chromosome
5,122073,1,2457961,122073,True,chromosome
6,103940,1,2457961,103940,True,chromosome
7,97232,1,2457961,97232,True,chromosome
8,87575,1,2457961,87575,True,chromosome
9,87314,1,2457961,87314,True,chromosome
10,78596,1,2457961,78596,True,chromosome
11,72688,1,2457961,72688,True,chromosome
12,67981,1,2457961,67981,True,chromosome
13,67355,1,2457961,67355,True,chromosome
14,59567,1,2457961,59567,True,chromosome
15,59049,1,2457961,59049,True,chromosome
16,59039,2,142019,53984,True,plasmid
17,54981,1,2457961,54981,True,chromosome
18,46234,1,2457961,46234,True,chromosome
19,45773,1,2457961,45773,True,chromosome
20,43162,1,2457961,43162,True,chromosome
21,42247,1,2457961,42247,True,chromosome
22,40356,1,2457961,40356,True,chromosome
23,39273,1,2457961,39273,True,chromosome
24,36374,1,2457961,36374,True,chromosome
25,31728,1,2457961,31728,True,chromosome
26,31219,1,2457961,31219,True,chromosome
27,29674,2,142019,29674,True,plasmid
28,28952,1,2457961,28952,True,chromosome
29,18380,1,2457961,18380,True,chromosome
30,18202,2,142019,18202,True,plasmid
31,17850,1,2457961,17850,True,chromosome
32,16430,1,2457961,16430,True,chromosome
33,15176,1,2457961,15176,True,chromosome
34,14492,1,2457961,14492,True,chromosome
35,13362,1,2457961,13362,True,chromosome
36,12340,1,2457961,12340,True,chromosome
37,10840,1,2457961,10840,True,chromosome
38,10685,1,2457961,10685,True,chromosome
39,10172,1,2457961,10172,True,chromosome
40,8691,1,2457961,8691,True,chromosome
41,8177,2,142019,8177,True,plasmid
42,6903,2,142019,6903,True,plasmid
43,5237,1,2457961,5237,True,chromosome
44,5022,1,2457961,5022,True,chromosome
45,4993,2,142019,4993,True,plasmid
46,4096,1,2457961,4096,True,chromosome
47,2926,1,2457961,2926,True,chromosome
48,2847,1,2457961,2847,True,chromosome
49,2675,2,142019,2675,True,plasmid
50,2532,2,142019,2532,True,plasmid
51,2526,1,2457961,2526,True,chromosome
52,1346,NA,NA,1346,NA,ambiguous
53,1338,1,2457961,1338,True,chromosome
54,1305,1,2457961,1305,True,chromosome
55,1249,NA,NA,1249,NA,ambiguous
56,1044,1,2457961,1044,True,chromosome
57,1041,1,2457961,1041,True,chromosome
58,999,1,2457961,999,True,chromosome
59,916,1,2457961,916,True,chromosome
60,909,1,2457961,909,True,chromosome
61,717,1,2457961,717,True,chromosome
62,693,1,2457961,693,True,chromosome
63,659,2,142019,659,True,plasmid
64,631,2,142019,631,True,plasmid
65,611,1,2457961,611,True,chromosome
66,511,1,2457961,511,True,chromosome
67,467,1,2457961,467,True,chromosome
68,414,1,2457961,414,True,chromosome
69,398,NA,NA,398,NA,ambiguous
70,387,1,2457961,387,True,chromosome
71,383,1,2457961,383,True,chromosome
72,383,1,2457961,383,True,chromosome
73,353,1,2457961,353,True,chromosome
74,316,1,2457961,316,True,chromosome
75,299,1,2457961,299,True,chromosome
76,290,1,2457961,290,True,chromosome
77,289,2,142019,289,True,plasmid
78,288,1,2457961,288,True,chromosome
79,269,1,2457961,269,True,chromosome
80,264,1,2457961,264,True,chromosome
81,258,1,2457961,258,True,chromosome
82,250,1,2457961,250,True,chromosome
83,242,NA,NA,242,NA,ambiguous
84,238,1,2457961,238,True,chromosome
85,236,1,2457961,236,True,chromosome
86,227,1,2457961,227,True,chromosome
87,226,1,2457961,226,True,chromosome
88,222,1,2457961,222,True,chromosome
89,222,1,2457961,222,True,chromosome
90,221,1,2457961,221,True,chromosome
91,220,1,2457961,220,True,chromosome
92,196,1,2457961,196,True,chromosome
93,194,1,2457961,194,True,chromosome
94,190,1,2457961,190,True,chromosome
95,178,1,2457961,178,True,chromosome
96,177,1,2457961,177,True,chromosome
97,173,NA,NA,173,NA,ambiguous
98,168,2,142019,168,True,plasmid
99,164,1,2457961,164,True,chromosome
100,159,1,2457961,159,True,chromosome
101,155,2,142019,155,True,plasmid
102,154,1,2457961,154,True,chromosome
103,154,1,2457961,154,True,chromosome
104,152,1,2457961,152,True,chromosome
105,148,2,142019,148,True,plasmid
106,142,NA,NA,142,NA,ambiguous
107,140,1,2457961,140,True,chromosome
108,130,1,2457961,130,True,chromosome
109,129,1,2457961,129,True,chromosome
110,124,1,2457961,124,True,chromosome
111,120,1,2457961,120,True,chromosome
112,116,1,2457961,116,True,chromosome
113,114,1,2457961,114,True,chromosome
114,113,1,2457961,113,True,chromosome
115,106,1,2457961,106,True,chromosome
116,102,1,2457961,102,True,chromosome
117,102,1,2457961,102,True,chromosome
118,100,1,2457961,100,True,chromosome
