short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,316676,1,2447892,316676,True,chromosome
2,216211,1,2447892,216211,True,chromosome
3,131912,1,2447892,131912,True,chromosome
4,131815,1,2447892,131815,True,chromosome
5,122741,1,2447892,122741,True,chromosome
6,122075,1,2447892,122075,True,chromosome
7,116686,1,2447892,98525,True,chromosome
8,103940,1,2447892,103940,True,chromosome
9,97313,1,2447892,97313,True,chromosome
10,87575,1,2447892,87575,True,chromosome
11,78597,1,2447892,78597,True,chromosome
12,72688,1,2447892,72688,True,chromosome
13,67355,1,2447892,67355,True,chromosome
14,65734,2,139885,60681,True,plasmid
15,60614,1,2447892,60614,True,chromosome
16,60303,1,2447892,60303,True,chromosome
17,59049,1,2447892,59049,True,chromosome
18,52517,1,2447892,52517,True,chromosome
19,47316,1,2447892,47316,True,chromosome
20,46237,1,2447892,46237,True,chromosome
21,45752,1,2447892,45752,True,chromosome
22,43098,1,2447892,43098,True,chromosome
23,40356,1,2447892,40356,True,chromosome
24,39273,1,2447892,39273,True,chromosome
25,32360,2,139885,32360,True,plasmid
26,29858,1,2447892,29858,True,chromosome
27,29356,1,2447892,29356,True,chromosome
28,27876,1,2447892,27876,True,chromosome
29,18200,2,139885,18200,True,plasmid
30,16430,1,2447892,16430,True,chromosome
31,13361,1,2447892,13361,True,chromosome
32,13241,1,2447892,13241,True,chromosome
33,12340,1,2447892,12340,True,chromosome
34,10919,1,2447892,10919,True,chromosome
35,10684,1,2447892,10684,True,chromosome
36,8691,1,2447892,8691,True,chromosome
37,8216,2,139885,8216,True,plasmid
38,5237,1,2447892,5237,True,chromosome
39,5021,1,2447892,5021,True,chromosome
40,4925,2,139885,4925,True,plasmid
41,4152,1,2447892,4152,True,chromosome
42,2927,1,2447892,2927,True,chromosome
43,2847,1,2447892,2847,True,chromosome
44,2673,2,139885,2673,True,plasmid
45,2526,1,2447892,2526,True,chromosome
46,1823,1,2447892,1823,True,chromosome
47,1346,NA,NA,1346,NA,ambiguous
48,1338,NA,NA,1338,NA,ambiguous
49,1132,1,2447892,1132,True,chromosome
50,1064,1,2447892,1064,True,chromosome
51,1008,1,2447892,1008,True,chromosome
52,916,1,2447892,916,True,chromosome
53,876,1,2447892,876,True,chromosome
54,870,1,2447892,870,True,chromosome
55,852,1,2447892,852,True,chromosome
56,809,2,139885,809,True,plasmid
57,743,NA,NA,743,NA,ambiguous
58,717,1,2447892,717,True,chromosome
59,611,1,2447892,611,True,chromosome
60,511,1,2447892,511,True,chromosome
61,511,1,2447892,511,True,chromosome
62,467,1,2447892,467,True,chromosome
63,414,1,2447892,414,True,chromosome
64,387,1,2447892,387,True,chromosome
65,383,1,2447892,383,True,chromosome
66,383,1,2447892,383,True,chromosome
67,353,1,2447892,353,True,chromosome
68,318,1,2447892,318,True,chromosome
69,288,1,2447892,288,True,chromosome
70,269,1,2447892,269,True,chromosome
71,264,1,2447892,264,True,chromosome
72,259,2,139885,259,True,plasmid
73,250,1,2447892,250,True,chromosome
74,240,NA,NA,240,NA,ambiguous
75,227,1,2447892,227,True,chromosome
76,221,1,2447892,221,True,chromosome
77,220,1,2447892,220,True,chromosome
78,196,1,2447892,196,True,chromosome
79,194,1,2447892,194,True,chromosome
80,187,1,2447892,187,True,chromosome
81,177,1,2447892,177,True,chromosome
82,154,1,2447892,154,True,chromosome
83,154,1,2447892,154,True,chromosome
84,152,1,2447892,152,True,chromosome
85,144,1,2447892,144,True,chromosome
86,144,1,2447892,144,True,chromosome
87,140,1,2447892,140,True,chromosome
88,135,1,2447892,135,True,chromosome
89,129,1,2447892,129,True,chromosome
90,126,1,2447892,126,True,chromosome
91,125,1,2447892,125,True,chromosome
92,124,1,2447892,124,True,chromosome
93,122,1,2447892,122,True,chromosome
94,121,1,2447892,121,True,chromosome
95,118,1,2447892,118,True,chromosome
96,118,1,2447892,118,True,chromosome
97,114,1,2447892,114,True,chromosome
98,114,1,2447892,114,True,chromosome
99,114,1,2447892,114,True,chromosome
100,114,1,2447892,114,True,chromosome
101,111,1,2447892,111,True,chromosome
102,107,1,2447892,107,True,chromosome
103,106,1,2447892,106,True,chromosome
104,100,1,2447892,100,True,chromosome
105,100,1,2447892,100,True,chromosome
