short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,155973,1,2744050,155973,True,chromosome
2,122521,1,2744050,122521,True,chromosome
3,116404,1,2744050,116404,True,chromosome
4,114700,1,2744050,114700,True,chromosome
5,112330,1,2744050,112330,True,chromosome
6,94658,1,2744050,94657,True,chromosome
7,92200,1,2744050,92200,True,chromosome
8,87315,1,2744050,87315,True,chromosome
9,85328,1,2744050,67395,True,chromosome
10,82660,1,2744050,82660,True,chromosome
11,75917,1,2744050,75917,True,chromosome
12,68688,1,2744050,68688,True,chromosome
13,61916,1,2744050,61916,True,chromosome
14,59698,1,2744050,59698,True,chromosome
15,53995,1,2744050,53995,True,chromosome
16,52103,1,2744050,52103,True,chromosome
17,49556,1,2744050,49556,True,chromosome
18,45276,1,2744050,45276,True,chromosome
19,44910,1,2744050,44910,True,chromosome
20,42893,1,2744050,42893,True,chromosome
21,41871,1,2744050,41820,True,chromosome
22,41051,1,2744050,41051,True,chromosome
23,39975,1,2744050,39975,True,chromosome
24,36724,1,2744050,36724,True,chromosome
25,36494,3,63457,34821,True,plasmid
26,35225,1,2744050,35225,True,chromosome
27,35128,1,2744050,35128,True,chromosome
28,34525,1,2744050,34525,True,chromosome
29,32303,1,2744050,32303,True,chromosome
30,31891,1,2744050,31891,True,chromosome
31,30950,1,2744050,30950,True,chromosome
32,29117,1,2744050,29117,True,chromosome
33,28568,5,38389,28568,True,plasmid
34,27679,1,2744050,27679,True,chromosome
35,27662,1,2744050,27662,True,chromosome
36,27454,1,2744050,27454,True,chromosome
37,27097,1,2744050,27097,True,chromosome
38,25600,1,2744050,25600,True,chromosome
39,25505,1,2744050,25505,True,chromosome
40,24667,1,2744050,24667,True,chromosome
41,22996,1,2744050,22996,True,chromosome
42,22032,1,2744050,22032,True,chromosome
43,20668,1,2744050,20668,True,chromosome
44,20470,1,2744050,20470,True,chromosome
45,19063,2,200937,19063,True,plasmid
46,18365,1,2744050,18365,True,chromosome
47,18111,1,2744050,18111,True,chromosome
48,16405,1,2744050,16369,True,chromosome
49,16401,2,200937,16401,True,plasmid
50,16107,1,2744050,16107,True,chromosome
51,16035,1,2744050,16035,True,chromosome
52,15399,3,63457,15399,True,plasmid
53,14485,1,2744050,14485,True,chromosome
54,14357,2,200937,14357,True,plasmid
55,14286,1,2744050,14286,True,chromosome
56,13867,1,2744050,13867,True,chromosome
57,13776,1,2744050,13776,True,chromosome
58,13714,1,2744050,13714,True,chromosome
59,13704,1,2744050,13704,True,chromosome
60,12742,1,2744050,12742,True,chromosome
61,10621,1,2744050,10621,True,chromosome
62,10225,4,59778,10225,True,plasmid
63,10088,1,2744050,10088,True,chromosome
64,9693,2,200937,9693,True,plasmid
65,9109,1,2744050,9109,True,chromosome
66,9010,1,2744050,9010,True,chromosome
67,8246,1,2744050,8246,True,chromosome
68,8180,2,200937,8180,True,plasmid
69,8160,7,9295,8160,True,plasmid
70,7696,1,2744050,7696,True,chromosome
71,7603,1,2744050,7603,True,chromosome
72,7580,5,38389,7580,True,plasmid
73,7382,4,59778,7382,True,plasmid
74,6657,1,2744050,6657,True,chromosome
75,6486,4,59778,6486,True,plasmid
76,6421,1,2744050,6421,True,chromosome
77,6138,2,200937,6138,True,plasmid
78,6049,2,200937,6049,True,plasmid
79,5909,2,200937,5909,True,plasmid
80,5673,2,200937,5673,True,plasmid
81,5345,2,200937,3253,True,plasmid
82,5296,2,200937,5296,True,plasmid
83,5268,1,2744050,5268,True,chromosome
84,5127,1,2744050,5127,True,chromosome
85,4948,1,2744050,4948,True,chromosome
86,4839,2,200937,4839,True,plasmid
87,4815,2,200937,4815,True,plasmid
88,4808,1,2744050,4808,True,chromosome
89,4460,2,200937,4460,True,plasmid
90,4436,1,2744050,4436,True,chromosome
91,4401,2,200937,4401,True,plasmid
92,4389,1,2744050,4389,True,chromosome
93,4355,1,2744050,4355,True,chromosome
94,3880,1,2744050,3880,True,chromosome
95,3718,1,2744050,3718,True,chromosome
96,3281,4,59778,3281,True,plasmid
97,3213,3,63457,3213,True,plasmid
98,3212,2,200937,3212,True,plasmid
99,3141,4,59778,3141,True,plasmid
100,3086,6,13174,3086,True,plasmid
101,3083,1,2744050,3083,True,chromosome
102,3005,1,2744050,3005,True,chromosome
103,2954,4,59778,2954,True,plasmid
104,2922,1,2744050,2922,True,chromosome
105,2873,6,13174,1909,True,plasmid
106,2846,6,13174,2846,True,plasmid
107,2621,2,200937,2621,True,plasmid
108,2470,2,200937,2470,True,plasmid
109,2419,2,200937,2419,True,plasmid
110,2416,4,59778,2416,True,plasmid
111,2407,1,2744050,2407,True,chromosome
112,2344,NA,NA,2344,NA,ambiguous
113,2116,2,200937,2116,True,plasmid
114,2076,2,200937,2076,True,plasmid
115,1997,2,200937,1997,True,plasmid
116,1878,1,2744050,1878,True,chromosome
117,1789,NA,NA,1789,NA,ambiguous
118,1582,2,200937,1582,True,plasmid
119,1534,NA,NA,1534,NA,ambiguous
120,1514,1,2744050,1514,True,chromosome
121,1469,4,59778,1469,True,plasmid
122,1466,NA,NA,1466,NA,ambiguous
123,1462,1,2744050,1462,True,chromosome
124,1418,NA,NA,1418,NA,ambiguous
125,1416,1,2744050,1416,True,chromosome
126,1406,1,2744050,1406,True,chromosome
127,1396,2,200937,1396,True,plasmid
128,1378,2,200937,1378,True,plasmid
129,1368,2,200937,1368,True,plasmid
130,1309,NA,NA,1309,NA,ambiguous
131,1306,4,59778,1306,True,plasmid
132,1274,1,2744050,1274,True,chromosome
133,1257,2,200937,1257,True,plasmid
134,1257,1,2744050,1257,True,chromosome
135,1098,2,200937,1098,True,plasmid
136,1068,1,2744050,1068,True,chromosome
137,1063,NA,NA,1063,NA,ambiguous
138,1006,1,2744050,1006,True,chromosome
139,998,2,200937,998,True,plasmid
140,918,NA,NA,918,NA,ambiguous
141,907,1,2744050,907,True,chromosome
142,886,NA,NA,886,NA,ambiguous
143,856,4,59778,856,True,plasmid
144,853,NA,NA,853,NA,ambiguous
145,811,NA,NA,811,NA,ambiguous
146,766,2,200937,766,True,plasmid
147,759,3,63457,759,True,plasmid
148,612,2,200937,612,True,plasmid
149,611,1,2744050,611,True,chromosome
150,593,2,200937,593,True,plasmid
151,548,2,200937,548,True,plasmid
152,538,NA,NA,538,NA,ambiguous
153,516,2,200937,516,True,plasmid
154,508,2,200937,508,True,plasmid
155,494,2,200937,494,True,plasmid
156,493,1,2744050,493,True,chromosome
157,489,2,200937,489,True,plasmid
158,472,1,2744050,472,True,chromosome
159,462,1,2744050,462,True,chromosome
